6 0 8	0.5	0.5	72.04271797178563
1 3 13	0.5	1.0	71.79407335391167
6 0 12	0.5	1.5	71.73457846858508
4 2 12	0.5	2.0	71.25140171549691
0 6 4	0.5	2.5	70.87305542942728
4 2 2	0.5	3.0	70.24920803176533
2 0 8	-1	2.0	70.56955117733645
2 2 4	0.5	2.5	70.10671951125589
1 1 9	0.5	3.0	69.54934725169008
1 3 15	0.5	3.5	68.91635105461222
0 4 8	-1	2.5	70.11776075430494
4 0 10	0.5	3.0	69.51153705945376
0 4 10	0.5	3.5	68.92027354707454
0 2 16	0.5	4.0	68.37661709860251
3 3 3	0.5	4.5	67.96052368402428
6 2 2	-1	3.5	68.26789025121732
3 3 1	0.5	4.0	67.74928233107437
0 2 2	0.5	4.5	67.33683060478631
5 3 1	0.5	5.0	66.83897193806723
0 6 14	0.5	5.5	66.36181654982994
0 4 16	0.5	6.0	65.83190816617511
5 5 7	0.5	6.5	65.7979961226267
4 2 8	0.5	7.0	65.43900462592973
7 3 1	0.5	7.5	64.92744707983901
5 3 3	0.5	8.0	64.6640078388592
6 0 10	0.5	8.5	64.16233621963605
0 4 12	0.5	9.0	63.8047277979563
5 1 7	0.5	9.5	63.65837203130213
3 7 1	0.5	10.0	63.181403676234424
3 1 5	-1	9.0	63.83770956439118
1 7 5	-1	8.0	63.92723374947709
4 0 2	-1	7.0	64.25493507903572
2 2 14	-1	6.0	64.40777655452858
1 1 15	0.5	6.5	63.98703183911916
0 2 4	-1	5.5	64.19120003088732
1 1 13	0.5	6.0	64.04657788774445
0 6 2	0.5	6.5	63.5945890451639
1 5 13	0.5	7.0	63.38810033417119
6 0 2	0.5	7.5	62.944304943040386
3 3 7	0.5	8.0	62.904638656401616
6 4 6	0.5	8.5	62.50746221893309
4 4 8	-1	7.5	63.3930161689497
7 1 7	0.5	8.0	63.166184669136065
2 2 8	-1	7.0	64.0337321384543
0 6 16	0.5	7.5	63.67497368759958
0 4 2	-1	6.5	63.96550838201272
5 5 5	-1	5.5	64.0264820267952
0 2 10	0.5	6.0	63.614003215366786
0 0 6	-1	5.0	65.58569458929459
2 4 2	0.5	5.5	65.18783466774637
4 0 4	0.5	6.0	64.90236168107991
2 4 12	0.5	6.5	64.72704025488996
1 3 11	-1	5.5	65.97399520561764
4 4 2	-1	4.5	66.19941684671214
0 0 16	0.5	5.0	65.77214596771282
1 7 7	0.5	5.5	65.50267337793188
1 1 3	0.5	6.0	65.16635795654689
4 4 4	0.5	6.5	64.89714199001287
2 4 8	0.5	7.0	64.61554215537589
7 1 5	-1	6.0	64.67512608908679
0 4 14	-1	5.0	64.90599867007353
2 4 6	0.5	5.5	64.5089848204311
0 0 18	0.5	6.0	64.20103797272004
5 1 3	0.5	6.5	63.93968781655072
0 2 8	-1	5.5	64.08796564193909
7 1 3	0.5	6.0	63.8482390667889
3 1 11	-1	5.0	64.9600589024226
2 4 10	0.5	5.5	64.5711163505683
2 0 4	-1	4.5	64.72587819975323
0 2 12	0.5	5.0	64.4073089402336
4 0 12	0.5	5.5	64.11484608905334
1 5 3	0.5	6.0	63.856807110495204
4 4 12	0.5	6.5	63.49314654400227
6 0 4	0.5	7.0	63.310639757867285
3 3 13	0.5	7.5	63.23029423969352
0 6 6	0.5	8.0	62.870099092600555
1 7 3	0.5	8.5	62.64780495021827
0 0 22	0.5	9.0	62.30756356794391
3 1 9	0.5	9.5	61.99426133583941
2 4 4	0.5	10.0	61.9338572180908
4 4 6	-1	9.0	62.4909127239745
7 3 5	0.5	9.5	62.48366802138415
0 0 8	-1	8.5	63.01678024246817
2 2 10	0.5	9.0	62.67414062968232
0 0 12	0.5	9.5	62.61173433260014
5 1 13	0.5	10.0	62.45269184969107
3 5 11	-1	9.0	63.03492962301384
6 2 8	-1	8.0	63.69919006730203
5 3 7	0.5	8.5	63.51325241165676
0 2 22	0.5	9.0	63.281800283035956
2 0 6	0.5	9.5	63.026380441033986
4 0 6	-1	8.5	64.01858483959855
0 0 10	0.5	9.0	63.6869322212915
2 6 10	0.5	9.5	63.35863200252645
1 5 11	-1	8.5	63.920207616285445
5 1 9	0.5	9.0	63.60875893466196
3 1 13	0.5	9.5	63.425848747406
6 2 10	0.5	10.0	63.105770065484386
