7 1 3	0.5	11.5	70.05253381465248
3 5 5	-1	10.5	70.40586238700772
1 3 11	-1	9.5	72.48473375284841
9 1 1	0.5	10.0	71.69150386644053
5 5 3	0.5	10.5	71.10699399357335
6 0 6	0.5	11.0	70.33318781453839
1 5 13	0.5	11.5	69.7310698718162
1 3 1	0.5	12.0	69.13040447309169
3 1 5	-1	11.0	69.94045969949707
1 5 11	-1	10.0	71.010901535457
1 1 3	0.5	10.5	70.40375645579606
5 1 3	0.5	11.0	69.89500650832511
3 3 1	0.5	11.5	69.27099592846008
6 2 6	-1	10.5	69.88863968458105
5 3 1	0.5	11.0	69.2821244690942
3 1 11	-1	10.0	71.04386183079258
2 0 12	0.5	10.5	70.60360052730375
2 4 2	0.5	11.0	69.98155994509072
0 6 2	0.5	11.5	69.3349142772864
6 0 12	-1	10.5	70.02245713836939
0 2 6	0.5	11.0	69.51018984793382
0 0 8	-1	10.0	70.35114350947663
4 0 12	0.5	10.5	69.80179470101208
1 5 7	0.5	11.0	69.4237488721977
4 2 6	0.5	11.5	68.79588148396674
4 6 2	0.5	12.0	68.18463861474807
2 4 12	0.5	12.5	68.0426962352639
2 2 10	0.5	13.0	67.4409444003778
4 2 12	0.5	13.5	67.27630285291418
3 5 9	0.5	14.0	66.69485588095294
3 3 9	0.5	14.5	66.15745160416452
1 5 5	-1	13.5	66.44563610213207
1 3 15	0.5	14.0	65.88686580571154
3 3 7	0.5	14.5	65.7404960301976
4 0 8	-1	13.5	66.93031560482629
7 3 3	0.5	14.0	66.51966322883752
0 4 14	-1	13.0	66.80789761726544
0 2 2	0.5	13.5	66.42818973715333
7 3 1	0.5	14.0	65.91451684442855
0 6 12	-1	13.0	65.94350327301925
6 0 10	0.5	13.5	65.42352411749845
1 7 3	0.5	14.0	65.09509085109161
5 1 11	-1	13.0	65.92581484479707
0 0 20	0.5	13.5	65.42251117966296
1 1 5	-1	12.5	66.39061449371351
2 2 12	0.5	13.0	66.0934266224035
3 1 7	0.5	13.5	65.8482974015586
3 3 11	-1	12.5	66.93034626102123
4 4 4	0.5	13.0	66.60742882968765
6 2 2	-1	12.0	66.87315320337377
3 5 3	0.5	12.5	66.60281645720202
3 1 15	0.5	13.0	66.12227187193339
3 1 9	0.5	13.5	65.69628493812472
5 5 1	0.5	14.0	65.2407479660669
0 6 16	0.5	14.5	64.84426416658413
5 3 3	0.5	15.0	64.60948241581205
0 6 8	0.5	15.5	64.16476810021457
2 0 2	0.5	16.0	63.85162687511277
6 0 2	0.5	16.5	63.423488000608664
0 0 4	0.5	17.0	63.119636296247826
4 4 12	0.5	17.5	62.69178660066763
3 5 7	0.5	18.0	62.44653405854247
0 0 22	0.5	18.5	62.04389544836977
0 4 4	0.5	19.0	61.777093110694715
5 3 11	-1	18.0	62.48823292877744
2 2 14	-1	17.0	62.63329739461768
0 0 16	0.5	17.5	62.22860751969315
3 3 5	-1	16.5	62.58124008634524
5 1 9	0.5	17.0	62.19626996121729
0 6 14	0.5	17.5	61.85182442775408
0 2 12	0.5	18.0	61.54664260188171
4 2 2	0.5	18.5	61.19065078069201
0 6 6	0.5	19.0	60.804959838631824
5 1 13	0.5	19.5	60.61390650375011
0 4 2	-1	18.5	60.894738018988065
4 4 2	-1	17.5	61.13875543627626
5 5 5	-1	16.5	61.20789035558953
5 3 7	0.5	17.0	60.996780491542786
1 1 17	-1	16.0	61.829059686492435
2 2 6	-1	15.0	63.43244605441739
1 1 7	0.5	15.5	63.2417893297543
0 4 6	-1	14.5	64.33511509601537
2 6 2	-1	13.5	64.55694019241851
1 5 3	0.5	14.0	64.29165233442625
4 2 8	0.5	14.5	64.01572832953676
0 2 18	0.5	15.0	63.85212327914697
2 0 4	-1	14.0	64.00639316332474
2 2 4	0.5	14.5	63.77540657309745
1 1 9	0.5	15.0	63.52795752280362
6 4 6	0.5	15.5	63.211531229802794
4 2 4	0.5	16.0	63.14105312758736
2 6 8	-1	15.0	63.821694864893104
1 5 9	0.5	15.5	63.48849272352788
0 0 12	0.5	16.0	63.40525496927457
4 0 6	-1	15.0	64.45318538790936
2 0 8	-1	14.0	64.58612829591362
3 5 11	-1	13.0	65.16859449899765
1 7 5	-1	12.0	65.21945043209436
6 0 8	0.5	12.5	64.87411475010892
0 2 10	0.5	13.0	64.54730290189461
2 4 4	0.5	13.5	64.47540331851258
4 6 6	0.5	14.0	64.1753679097922
2 4 6	0.5	14.5	63.83804228627249
0 6 10	0.5	15.0	63.50159337288249
0 0 10	0.5	15.5	63.1683241030152
0 6 18	0.5	16.0	63.010359966878575
4 6 4	0.5	16.5	62.80782880852255
7 1 5	-1	15.5	62.86447819056841
6 4 4	0.5	16.0	62.667726491707185
7 3 5	0.5	16.5	62.65861958994738
6 2 8	-1	15.5	63.293738537933415
7 1 7	0.5	16.0	63.10577628225973
